Local_time,Unit,RunNumber,StartTime,MWSEL
2026-04-01 00:03:00+00:00,U1,4,2026-04-01 00:00:00+00:00,5.88
2026-04-01 00:04:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.21
2026-04-01 00:05:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.46
2026-04-01 00:06:00+00:00,U1,4,2026-04-01 00:00:00+00:00,9.41
2026-04-01 00:07:00+00:00,U1,4,2026-04-01 00:00:00+00:00,11.18
2026-04-01 00:08:00+00:00,U1,4,2026-04-01 00:00:00+00:00,11.52
2026-04-01 00:09:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.02
2026-04-01 00:10:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.81
2026-04-01 00:11:00+00:00,U1,4,2026-04-01 00:00:00+00:00,14.91
2026-04-01 00:12:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.67
2026-04-01 00:13:00+00:00,U1,4,2026-04-01 00:00:00+00:00,18.35
2026-04-01 00:14:00+00:00,U1,4,2026-04-01 00:00:00+00:00,18.7
2026-04-01 00:15:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.4
2026-04-01 00:16:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.52
2026-04-01 00:17:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.95
2026-04-01 00:18:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.61
2026-04-01 00:19:00+00:00,U1,4,2026-04-01 00:00:00+00:00,6.32
2026-04-01 00:20:00+00:00,U1,4,2026-04-01 00:00:00+00:00,4.83
2026-04-01 00:21:00+00:00,U1,4,2026-04-01 00:00:00+00:00,2.38
2026-04-01 00:22:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.51
2026-04-01 00:23:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 00:24:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.36
2026-04-01 00:25:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.33
2026-04-01 00:26:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.14
2026-04-01 00:27:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.33
2026-04-01 00:28:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 00:29:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 00:30:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.15
2026-04-01 00:31:00+00:00,U1,4,2026-04-01 00:00:00+00:00,3.54
2026-04-01 00:32:00+00:00,U1,4,2026-04-01 00:00:00+00:00,5.54
2026-04-01 00:33:00+00:00,U1,4,2026-04-01 00:00:00+00:00,7.89
2026-04-01 00:34:00+00:00,U1,4,2026-04-01 00:00:00+00:00,9.73
2026-04-01 00:35:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.16
2026-04-01 00:36:00+00:00,U1,4,2026-04-01 00:00:00+00:00,14.93
2026-04-01 00:37:00+00:00,U1,4,2026-04-01 00:00:00+00:00,17.06
2026-04-01 00:38:00+00:00,U1,4,2026-04-01 00:00:00+00:00,18.62
2026-04-01 00:39:00+00:00,U1,4,2026-04-01 00:00:00+00:00,19.5
2026-04-01 00:40:00+00:00,U1,4,2026-04-01 00:00:00+00:00,22.61
2026-04-01 00:41:00+00:00,U1,4,2026-04-01 00:00:00+00:00,25.72
2026-04-01 00:42:00+00:00,U1,4,2026-04-01 00:00:00+00:00,26.74
2026-04-01 00:43:00+00:00,U1,4,2026-04-01 00:00:00+00:00,32.42
2026-04-01 00:44:00+00:00,U1,4,2026-04-01 00:00:00+00:00,34.49
2026-04-01 00:45:00+00:00,U1,4,2026-04-01 00:00:00+00:00,35.0
2026-04-01 00:46:00+00:00,U1,4,2026-04-01 00:00:00+00:00,34.94
2026-04-01 00:47:00+00:00,U1,4,2026-04-01 00:00:00+00:00,35.62
2026-04-01 00:48:00+00:00,U1,4,2026-04-01 00:00:00+00:00,37.49
2026-04-01 00:49:00+00:00,U1,4,2026-04-01 00:00:00+00:00,39.77
2026-04-01 00:50:00+00:00,U1,4,2026-04-01 00:00:00+00:00,40.95
2026-04-01 00:51:00+00:00,U1,4,2026-04-01 00:00:00+00:00,43.49
2026-04-01 00:52:00+00:00,U1,4,2026-04-01 00:00:00+00:00,45.93
2026-04-01 00:53:00+00:00,U1,4,2026-04-01 00:00:00+00:00,44.92
2026-04-01 00:54:00+00:00,U1,4,2026-04-01 00:00:00+00:00,44.94
2026-04-01 00:55:00+00:00,U1,4,2026-04-01 00:00:00+00:00,45.93
2026-04-01 00:56:00+00:00,U1,4,2026-04-01 00:00:00+00:00,45.14
2026-04-01 00:57:00+00:00,U1,4,2026-04-01 00:00:00+00:00,45.82
2026-04-01 00:58:00+00:00,U1,4,2026-04-01 00:00:00+00:00,48.45
2026-04-01 00:59:00+00:00,U1,4,2026-04-01 00:00:00+00:00,50.77
2026-04-01 01:00:00+00:00,U1,4,2026-04-01 00:00:00+00:00,44.93
2026-04-01 01:01:00+00:00,U1,4,2026-04-01 00:00:00+00:00,42.48
2026-04-01 01:02:00+00:00,U1,4,2026-04-01 00:00:00+00:00,37.75
2026-04-01 01:03:00+00:00,U1,4,2026-04-01 00:00:00+00:00,36.17
2026-04-01 01:04:00+00:00,U1,4,2026-04-01 00:00:00+00:00,31.17
2026-04-01 01:05:00+00:00,U1,4,2026-04-01 00:00:00+00:00,28.05
2026-04-01 01:06:00+00:00,U1,4,2026-04-01 00:00:00+00:00,28.13
2026-04-01 01:07:00+00:00,U1,4,2026-04-01 00:00:00+00:00,30.82
2026-04-01 01:08:00+00:00,U1,4,2026-04-01 00:00:00+00:00,25.46
2026-04-01 01:09:00+00:00,U1,4,2026-04-01 00:00:00+00:00,21.66
2026-04-01 01:10:00+00:00,U1,4,2026-04-01 00:00:00+00:00,21.41
2026-04-01 01:11:00+00:00,U1,4,2026-04-01 00:00:00+00:00,19.42
2026-04-01 01:12:00+00:00,U1,4,2026-04-01 00:00:00+00:00,18.09
2026-04-01 01:13:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.39
2026-04-01 01:14:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.51
2026-04-01 01:15:00+00:00,U1,4,2026-04-01 00:00:00+00:00,12.47
2026-04-01 01:16:00+00:00,U1,4,2026-04-01 00:00:00+00:00,9.62
2026-04-01 01:17:00+00:00,U1,4,2026-04-01 00:00:00+00:00,5.55
2026-04-01 01:18:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.5
2026-04-01 01:19:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.55
2026-04-01 01:20:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 01:21:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.05
2026-04-01 01:22:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.48
2026-04-01 01:23:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.21
2026-04-01 01:24:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.5
2026-04-01 01:25:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 01:26:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 01:27:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.41
2026-04-01 01:28:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.52
2026-04-01 01:29:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.56
2026-04-01 01:30:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.66
2026-04-01 01:31:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.47
2026-04-01 01:32:00+00:00,U1,4,2026-04-01 00:00:00+00:00,2.45
2026-04-01 01:33:00+00:00,U1,4,2026-04-01 00:00:00+00:00,4.37
2026-04-01 01:34:00+00:00,U1,4,2026-04-01 00:00:00+00:00,5.43
2026-04-01 01:35:00+00:00,U1,4,2026-04-01 00:00:00+00:00,5.69
2026-04-01 01:36:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.28
2026-04-01 01:37:00+00:00,U1,4,2026-04-01 00:00:00+00:00,7.81
2026-04-01 01:38:00+00:00,U1,4,2026-04-01 00:00:00+00:00,9.27
2026-04-01 01:39:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.98
2026-04-01 01:40:00+00:00,U1,4,2026-04-01 00:00:00+00:00,11.74
2026-04-01 01:41:00+00:00,U1,4,2026-04-01 00:00:00+00:00,12.65
2026-04-01 01:42:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.56
2026-04-01 01:43:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.13
2026-04-01 01:44:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.94
2026-04-01 01:45:00+00:00,U1,4,2026-04-01 00:00:00+00:00,14.27
2026-04-01 01:46:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.98
2026-04-01 01:47:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.99
2026-04-01 01:48:00+00:00,U1,4,2026-04-01 00:00:00+00:00,7.52
2026-04-01 01:49:00+00:00,U1,4,2026-04-01 00:00:00+00:00,4.52
2026-04-01 01:50:00+00:00,U1,4,2026-04-01 00:00:00+00:00,2.36
2026-04-01 01:51:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.13
2026-04-01 01:52:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 01:53:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 01:54:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.48
2026-04-01 01:55:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 01:56:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 01:57:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.17
2026-04-01 01:58:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.15
2026-04-01 01:59:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.45
2026-04-01 02:00:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.26
2026-04-01 02:01:00+00:00,U1,4,2026-04-01 00:00:00+00:00,2.94
2026-04-01 02:02:00+00:00,U1,4,2026-04-01 00:00:00+00:00,4.7
2026-04-01 02:03:00+00:00,U1,4,2026-04-01 00:00:00+00:00,7.13
2026-04-01 02:04:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.93
2026-04-01 02:05:00+00:00,U1,4,2026-04-01 00:00:00+00:00,11.24
2026-04-01 02:06:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.91
2026-04-01 02:07:00+00:00,U1,4,2026-04-01 00:00:00+00:00,17.52
2026-04-01 02:08:00+00:00,U1,4,2026-04-01 00:00:00+00:00,19.88
2026-04-01 02:09:00+00:00,U1,4,2026-04-01 00:00:00+00:00,23.35
2026-04-01 02:10:00+00:00,U1,4,2026-04-01 00:00:00+00:00,27.93
2026-04-01 02:11:00+00:00,U1,4,2026-04-01 00:00:00+00:00,31.88
2026-04-01 02:12:00+00:00,U1,4,2026-04-01 00:00:00+00:00,38.91
2026-04-01 02:13:00+00:00,U1,4,2026-04-01 00:00:00+00:00,40.34
2026-04-01 02:14:00+00:00,U1,4,2026-04-01 00:00:00+00:00,46.07
2026-04-01 02:15:00+00:00,U1,4,2026-04-01 00:00:00+00:00,49.89
2026-04-01 02:16:00+00:00,U1,4,2026-04-01 00:00:00+00:00,55.14
2026-04-01 02:17:00+00:00,U1,4,2026-04-01 00:00:00+00:00,53.92
2026-04-01 02:18:00+00:00,U1,4,2026-04-01 00:00:00+00:00,54.87
2026-04-01 02:19:00+00:00,U1,4,2026-04-01 00:00:00+00:00,64.02
2026-04-01 02:20:00+00:00,U1,4,2026-04-01 00:00:00+00:00,74.94
2026-04-01 02:21:00+00:00,U1,4,2026-04-01 00:00:00+00:00,72.99
2026-04-01 02:22:00+00:00,U1,4,2026-04-01 00:00:00+00:00,81.5
2026-04-01 02:23:00+00:00,U1,4,2026-04-01 00:00:00+00:00,91.59
2026-04-01 02:24:00+00:00,U1,4,2026-04-01 00:00:00+00:00,102.68
2026-04-01 02:25:00+00:00,U1,4,2026-04-01 00:00:00+00:00,111.25
2026-04-01 02:26:00+00:00,U1,4,2026-04-01 00:00:00+00:00,117.65
2026-04-01 02:27:00+00:00,U1,4,2026-04-01 00:00:00+00:00,118.46
2026-04-01 02:28:00+00:00,U1,4,2026-04-01 00:00:00+00:00,136.83
2026-04-01 02:29:00+00:00,U1,4,2026-04-01 00:00:00+00:00,149.9
2026-04-01 02:30:00+00:00,U1,4,2026-04-01 00:00:00+00:00,141.81
2026-04-01 02:31:00+00:00,U1,4,2026-04-01 00:00:00+00:00,122.45
2026-04-01 02:32:00+00:00,U1,4,2026-04-01 00:00:00+00:00,123.19
2026-04-01 02:33:00+00:00,U1,4,2026-04-01 00:00:00+00:00,110.7
2026-04-01 02:34:00+00:00,U1,4,2026-04-01 00:00:00+00:00,103.64
2026-04-01 02:35:00+00:00,U1,4,2026-04-01 00:00:00+00:00,97.41
2026-04-01 02:36:00+00:00,U1,4,2026-04-01 00:00:00+00:00,94.27
2026-04-01 02:37:00+00:00,U1,4,2026-04-01 00:00:00+00:00,89.96
2026-04-01 02:38:00+00:00,U1,4,2026-04-01 00:00:00+00:00,85.13
2026-04-01 02:39:00+00:00,U1,4,2026-04-01 00:00:00+00:00,82.59
2026-04-01 02:40:00+00:00,U1,4,2026-04-01 00:00:00+00:00,76.5
2026-04-01 02:41:00+00:00,U1,4,2026-04-01 00:00:00+00:00,69.18
2026-04-01 02:42:00+00:00,U1,4,2026-04-01 00:00:00+00:00,57.91
2026-04-01 02:43:00+00:00,U1,4,2026-04-01 00:00:00+00:00,51.71
2026-04-01 02:44:00+00:00,U1,4,2026-04-01 00:00:00+00:00,46.88
2026-04-01 02:45:00+00:00,U1,4,2026-04-01 00:00:00+00:00,35.54
2026-04-01 02:46:00+00:00,U1,4,2026-04-01 00:00:00+00:00,31.52
2026-04-01 02:47:00+00:00,U1,4,2026-04-01 00:00:00+00:00,25.31
2026-04-01 02:48:00+00:00,U1,4,2026-04-01 00:00:00+00:00,19.71
2026-04-01 02:49:00+00:00,U1,4,2026-04-01 00:00:00+00:00,17.21
2026-04-01 02:50:00+00:00,U1,4,2026-04-01 00:00:00+00:00,15.07
2026-04-01 02:51:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.85
2026-04-01 02:52:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.66
2026-04-01 02:53:00+00:00,U1,4,2026-04-01 00:00:00+00:00,5.6
2026-04-01 02:54:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.62
2026-04-01 02:55:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 02:56:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 02:57:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.3
2026-04-01 02:58:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 02:59:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 03:00:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.53
2026-04-01 03:01:00+00:00,U1,4,2026-04-01 00:00:00+00:00,3.46
2026-04-01 03:02:00+00:00,U1,4,2026-04-01 00:00:00+00:00,4.29
2026-04-01 03:03:00+00:00,U1,4,2026-04-01 00:00:00+00:00,6.13
2026-04-01 03:04:00+00:00,U1,4,2026-04-01 00:00:00+00:00,6.99
2026-04-01 03:05:00+00:00,U1,4,2026-04-01 00:00:00+00:00,8.62
2026-04-01 03:06:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.98
2026-04-01 03:07:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.85
2026-04-01 03:08:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.2
2026-04-01 03:09:00+00:00,U1,4,2026-04-01 00:00:00+00:00,13.96
2026-04-01 03:10:00+00:00,U1,4,2026-04-01 00:00:00+00:00,14.21
2026-04-01 03:11:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.9
2026-04-01 03:12:00+00:00,U1,4,2026-04-01 00:00:00+00:00,16.6
2026-04-01 03:13:00+00:00,U1,4,2026-04-01 00:00:00+00:00,17.32
2026-04-01 03:14:00+00:00,U1,4,2026-04-01 00:00:00+00:00,18.47
2026-04-01 03:15:00+00:00,U1,4,2026-04-01 00:00:00+00:00,15.15
2026-04-01 03:16:00+00:00,U1,4,2026-04-01 00:00:00+00:00,14.14
2026-04-01 03:17:00+00:00,U1,4,2026-04-01 00:00:00+00:00,11.99
2026-04-01 03:18:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.04
2026-04-01 03:19:00+00:00,U1,4,2026-04-01 00:00:00+00:00,7.17
2026-04-01 03:20:00+00:00,U1,4,2026-04-01 00:00:00+00:00,4.46
2026-04-01 03:21:00+00:00,U1,4,2026-04-01 00:00:00+00:00,2.21
2026-04-01 03:22:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 03:23:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.1
2026-04-01 03:24:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.49
2026-04-01 03:25:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 03:26:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.49
2026-04-01 03:27:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.0
2026-04-01 03:28:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.34
2026-04-01 03:29:00+00:00,U1,4,2026-04-01 00:00:00+00:00,0.34
2026-04-01 03:30:00+00:00,U1,4,2026-04-01 00:00:00+00:00,1.11
2026-04-01 03:31:00+00:00,U1,4,2026-04-01 00:00:00+00:00,2.23
2026-04-01 03:32:00+00:00,U1,4,2026-04-01 00:00:00+00:00,4.34
2026-04-01 03:33:00+00:00,U1,4,2026-04-01 00:00:00+00:00,6.49
2026-04-01 03:34:00+00:00,U1,4,2026-04-01 00:00:00+00:00,7.57
2026-04-01 03:35:00+00:00,U1,4,2026-04-01 00:00:00+00:00,10.46
2026-04-01 03:36:00+00:00,U1,4,2026-04-01 00:00:00+00:00,12.59
2026-04-01 03:37:00+00:00,U1,4,2026-04-01 00:00:00+00:00,15.81
2026-04-01 03:38:00+00:00,U1,4,2026-04-01 00:00:00+00:00,17.12
2026-04-01 03:39:00+00:00,U1,4,2026-04-01 00:00:00+00:00,21.96
2026-04-01 03:40:00+00:00,U1,4,2026-04-01 00:00:00+00:00,23.16
2026-04-01 03:41:00+00:00,U1,4,2026-04-01 00:00:00+00:00,29.98
2026-04-01 03:42:00+00:00,U1,4,2026-04-01 00:00:00+00:00,32.7
2026-04-01 03:43:00+00:00,U1,4,2026-04-01 00:00:00+00:00,34.08
2026-04-01 03:44:00+00:00,U1,4,2026-04-01 00:00:00+00:00,37.97
2026-04-01 03:45:00+00:00,U1,4,2026-04-01 00:00:00+00:00,39.52
2026-04-01 03:46:00+00:00,U1,4,2026-04-01 00:00:00+00:00,37.9
2026-04-01 03:47:00+00:00,U1,4,2026-04-01 00:00:00+00:00,36.86
2026-04-01 03:48:00+00:00,U1,4,2026-04-01 00:00:00+00:00,39.53
2026-04-01 03:49:00+00:00,U1,4,2026-04-01 00:00:00+00:00,42.93
2026-04-01 03:50:00+00:00,U1,4,2026-04-01 00:00:00+00:00,46.42
2026-04-01 03:51:00+00:00,U1,4,2026-04-01 00:00:00+00:00,44.99
2026-04-01 03:52:00+00:00,U1,4,2026-04-01 00:00:00+00:00,49.27
2026-04-01 03:53:00+00:00,U1,4,2026-04-01 00:00:00+00:00,47.27
2026-04-01 03:54:00+00:00,U1,4,2026-04-01 00:00:00+00:00,52.45
2026-04-01 03:55:00+00:00,U1,4,2026-04-01 00:00:00+00:00,54.74
2026-04-01 03:56:00+00:00,U1,4,2026-04-01 00:00:00+00:00,53.6
2026-04-01 03:57:00+00:00,U1,4,2026-04-01 00:00:00+00:00,61.4
2026-04-01 03:58:00+00:00,U1,4,2026-04-01 00:00:00+00:00,59.4
2026-04-01 03:59:00+00:00,U1,4,2026-04-01 00:00:00+00:00,64.97
2026-05-01 00:00:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.3
2026-05-01 00:01:00+00:00,U1,5,2026-05-01 00:00:00+00:00,1.77
2026-05-01 00:02:00+00:00,U1,5,2026-05-01 00:00:00+00:00,3.87
2026-05-01 00:03:00+00:00,U1,5,2026-05-01 00:00:00+00:00,5.38
2026-05-01 00:04:00+00:00,U1,5,2026-05-01 00:00:00+00:00,8.11
2026-05-01 00:05:00+00:00,U1,5,2026-05-01 00:00:00+00:00,9.39
2026-05-01 00:06:00+00:00,U1,5,2026-05-01 00:00:00+00:00,10.98
2026-05-01 00:07:00+00:00,U1,5,2026-05-01 00:00:00+00:00,11.02
2026-05-01 00:08:00+00:00,U1,5,2026-05-01 00:00:00+00:00,12.94
2026-05-01 00:09:00+00:00,U1,5,2026-05-01 00:00:00+00:00,14.87
2026-05-01 00:10:00+00:00,U1,5,2026-05-01 00:00:00+00:00,15.06
2026-05-01 00:11:00+00:00,U1,5,2026-05-01 00:00:00+00:00,16.4
2026-05-01 00:12:00+00:00,U1,5,2026-05-01 00:00:00+00:00,17.05
2026-05-01 00:13:00+00:00,U1,5,2026-05-01 00:00:00+00:00,17.77
2026-05-01 00:14:00+00:00,U1,5,2026-05-01 00:00:00+00:00,19.02
2026-05-01 00:15:00+00:00,U1,5,2026-05-01 00:00:00+00:00,18.41
2026-05-01 00:16:00+00:00,U1,5,2026-05-01 00:00:00+00:00,14.74
2026-05-01 00:17:00+00:00,U1,5,2026-05-01 00:00:00+00:00,13.59
2026-05-01 00:18:00+00:00,U1,5,2026-05-01 00:00:00+00:00,10.98
2026-05-01 00:19:00+00:00,U1,5,2026-05-01 00:00:00+00:00,7.85
2026-05-01 00:20:00+00:00,U1,5,2026-05-01 00:00:00+00:00,6.02
2026-05-01 00:21:00+00:00,U1,5,2026-05-01 00:00:00+00:00,3.37
2026-05-01 00:22:00+00:00,U1,5,2026-05-01 00:00:00+00:00,1.85
2026-05-01 00:23:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.65
2026-05-01 00:24:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.01
2026-05-01 00:25:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.35
2026-05-01 00:26:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.0
2026-05-01 00:27:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.48
2026-05-01 00:28:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.0
2026-05-01 00:29:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.21
2026-05-01 00:30:00+00:00,U1,5,2026-05-01 00:00:00+00:00,1.13
2026-05-01 00:31:00+00:00,U1,5,2026-05-01 00:00:00+00:00,2.35
2026-05-01 00:32:00+00:00,U1,5,2026-05-01 00:00:00+00:00,2.8
2026-05-01 00:33:00+00:00,U1,5,2026-05-01 00:00:00+00:00,5.34
2026-05-01 00:34:00+00:00,U1,5,2026-05-01 00:00:00+00:00,7.0
2026-05-01 00:35:00+00:00,U1,5,2026-05-01 00:00:00+00:00,9.1
2026-05-01 00:36:00+00:00,U1,5,2026-05-01 00:00:00+00:00,12.06
2026-05-01 00:37:00+00:00,U1,5,2026-05-01 00:00:00+00:00,13.18
2026-05-01 00:38:00+00:00,U1,5,2026-05-01 00:00:00+00:00,17.09
2026-05-01 00:39:00+00:00,U1,5,2026-05-01 00:00:00+00:00,21.96
2026-05-01 00:40:00+00:00,U1,5,2026-05-01 00:00:00+00:00,23.84
2026-05-01 00:41:00+00:00,U1,5,2026-05-01 00:00:00+00:00,29.21
2026-05-01 00:42:00+00:00,U1,5,2026-05-01 00:00:00+00:00,31.46
2026-05-01 00:43:00+00:00,U1,5,2026-05-01 00:00:00+00:00,35.92
2026-05-01 00:44:00+00:00,U1,5,2026-05-01 00:00:00+00:00,40.09
2026-05-01 00:45:00+00:00,U1,5,2026-05-01 00:00:00+00:00,45.5
2026-05-01 00:46:00+00:00,U1,5,2026-05-01 00:00:00+00:00,46.79
2026-05-01 00:47:00+00:00,U1,5,2026-05-01 00:00:00+00:00,51.09
2026-05-01 00:48:00+00:00,U1,5,2026-05-01 00:00:00+00:00,56.22
2026-05-01 00:49:00+00:00,U1,5,2026-05-01 00:00:00+00:00,57.43
2026-05-01 00:50:00+00:00,U1,5,2026-05-01 00:00:00+00:00,66.87
2026-05-01 00:51:00+00:00,U1,5,2026-05-01 00:00:00+00:00,71.65
2026-05-01 00:52:00+00:00,U1,5,2026-05-01 00:00:00+00:00,74.57
2026-05-01 00:53:00+00:00,U1,5,2026-05-01 00:00:00+00:00,82.88
2026-05-01 00:54:00+00:00,U1,5,2026-05-01 00:00:00+00:00,80.65
2026-05-01 00:55:00+00:00,U1,5,2026-05-01 00:00:00+00:00,91.56
2026-05-01 00:56:00+00:00,U1,5,2026-05-01 00:00:00+00:00,106.72
2026-05-01 00:57:00+00:00,U1,5,2026-05-01 00:00:00+00:00,121.77
2026-05-01 00:58:00+00:00,U1,5,2026-05-01 00:00:00+00:00,138.51
2026-05-01 00:59:00+00:00,U1,5,2026-05-01 00:00:00+00:00,162.3
2026-05-01 01:00:00+00:00,U1,5,2026-05-01 00:00:00+00:00,140.41
2026-05-01 01:01:00+00:00,U1,5,2026-05-01 00:00:00+00:00,135.61
2026-05-01 01:02:00+00:00,U1,5,2026-05-01 00:00:00+00:00,127.04
2026-05-01 01:03:00+00:00,U1,5,2026-05-01 00:00:00+00:00,103.08
2026-05-01 01:04:00+00:00,U1,5,2026-05-01 00:00:00+00:00,83.76
2026-05-01 01:05:00+00:00,U1,5,2026-05-01 00:00:00+00:00,74.73
2026-05-01 01:06:00+00:00,U1,5,2026-05-01 00:00:00+00:00,65.53
2026-05-01 01:07:00+00:00,U1,5,2026-05-01 00:00:00+00:00,64.34
2026-05-01 01:08:00+00:00,U1,5,2026-05-01 00:00:00+00:00,56.63
2026-05-01 01:09:00+00:00,U1,5,2026-05-01 00:00:00+00:00,51.15
2026-05-01 01:10:00+00:00,U1,5,2026-05-01 00:00:00+00:00,49.25
2026-05-01 01:11:00+00:00,U1,5,2026-05-01 00:00:00+00:00,44.46
2026-05-01 01:12:00+00:00,U1,5,2026-05-01 00:00:00+00:00,36.73
2026-05-01 01:13:00+00:00,U1,5,2026-05-01 00:00:00+00:00,37.73
2026-05-01 01:14:00+00:00,U1,5,2026-05-01 00:00:00+00:00,34.96
2026-05-01 01:15:00+00:00,U1,5,2026-05-01 00:00:00+00:00,30.08
2026-05-01 01:16:00+00:00,U1,5,2026-05-01 00:00:00+00:00,23.95
2026-05-01 01:17:00+00:00,U1,5,2026-05-01 00:00:00+00:00,20.2
2026-05-01 01:18:00+00:00,U1,5,2026-05-01 00:00:00+00:00,16.07
2026-05-01 01:19:00+00:00,U1,5,2026-05-01 00:00:00+00:00,11.09
2026-05-01 01:20:00+00:00,U1,5,2026-05-01 00:00:00+00:00,9.08
2026-05-01 01:21:00+00:00,U1,5,2026-05-01 00:00:00+00:00,6.3
2026-05-01 01:22:00+00:00,U1,5,2026-05-01 00:00:00+00:00,3.78
2026-05-01 01:23:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.18
2026-05-01 01:24:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.51
2026-05-01 01:25:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.14
2026-05-01 01:26:00+00:00,U1,5,2026-05-01 00:00:00+00:00,0.28
